run,sigOBS,sigPRO,muEI1,muI1S1,muI1I2,muI2S2,muS2S1,rho,bT,q,c,delta,S1_0,S2_0,E_0,I1_0,I2_0,K_0,F_0,loglik,loglik.se
1,0.327064959,0.349006042,58.67304545,2.407567348,2.861319207,1.6133,0.386150882,0.811677177,0.70571704,0.921900626,0.82134117,0.02,0.468181161,0.003072241,0.000187795,0.000304285,0.528254519,0.006469499,0.119825157,-376.8158503,0.177644261
21,0.246681286,0.373737971,39.49637758,12.52845632,4.217200008,2.9926,2.093254568,0.892089922,0.386762879,0.879190436,0.297327484,0.02,0.003577844,0.073400719,0.000830345,0.003044759,0.919146333,0.619610025,3.537991993,-376.946034,0.314285751
17,0.36331488,0.398728933,15.54231364,14.6316844,5.925548618,1.8749,1.175366158,0.973572561,0.564040341,0.82112859,0.967301895,0.02,0.270633598,0.059047938,0.000824406,0.010934546,0.658559511,0.102401376,0.03523653,-376.9687638,0.142856799
27,0.354240499,0.398246141,14.69893181,9.983908755,6.703193012,1.6987,1.070098862,0.867197502,0.773117553,0.889722634,0.417744974,0.02,0.049778264,0.013819219,0.000665254,0.92331754,0.012419723,0.111880912,0.060853899,-377.0230655,0.112420024
14,0.262597928,0.352242334,30.33189492,25.51750162,13.30561117,2.7308,3.619642354,0.965144505,0.324168871,0.531101727,0.042882625,0.02,0.012244687,0.043728625,0.000587054,0.005147611,0.938292022,1.150610234,0.346884863,-377.0526936,0.09754277
17,0.180794117,0.345480766,20.19667187,16.69445575,6.323949203,1.8749,0.632367541,0.978362342,0.515728645,0.981177268,0.981485872,0.02,0.383810222,0.001992726,0.000955084,0.003248391,0.609993577,0.033161895,0.038222143,-377.058928,0.249888135
27,0.401003082,0.377843409,14.56000916,4.61367737,8.237362157,1.6987,0.336172798,0.933874212,0.801949387,0.887474743,0.597164624,0.02,0.251847371,0.011402273,0.000481799,0.69120439,0.045064167,0.359917697,0.045165732,-377.1479104,0.117018249
22,0.407238648,0.277067558,30.76215874,8.189976358,16.99158268,1.3623,0.236325434,0.960018942,0.876368403,0.966300564,0.534667396,0.02,0.067242622,0.002503116,0.005105949,0.921823067,0.003325246,0.100167461,0.228552017,-377.1630836,0.159190923
17,0.278244319,0.416698224,21.97993437,7.823672094,11.05146162,1.8749,0.679700727,0.994188993,0.595343668,0.959469413,0.481118566,0.02,0.407452667,0.013585464,0.001265935,0.023530419,0.554165514,0.12533923,0.029296529,-377.5762264,0.246608133
5,0.226902749,0.279623089,42.94600479,36.71924805,7.069870214,2.589,4.293354602,0.946124391,0.120176028,0.526574274,0.031135264,0.02,0.029712703,0.063774551,0.001086058,0.000162399,0.905264289,0.14270475,0.03422983,-377.6179419,0.21092337
8,0.268679781,0.363833501,51.13790781,14.24510449,1.330417213,2.6045,3.867389653,0.69104152,0.145363826,0.68827204,0.703028447,0.02,0.037610261,0.071076744,0.00125018,0.078949393,0.811113422,0.156053356,0.172946115,-377.7634513,0.358526244
17,0.258406464,0.354103343,22.48603212,19.32636404,9.6841236,1.8749,0.706213416,0.839388452,0.438084687,0.970027721,0.948979145,0.02,0.385658641,0.049066617,0.0004905,0.005201626,0.559582616,0.090101241,0.090701992,-377.7766935,0.341265501
27,0.359872572,0.45259229,15.50948434,5.019542484,8.988680086,1.6987,0.757287859,0.920007781,0.525929464,0.966910909,0.16573277,0.02,0.492749661,0.011852561,0.001019156,0.489399534,0.004979089,0.029870994,0.060620806,-377.781831,0.071891867
2,0.154692126,0.423418029,32.02376579,28.57821762,8.029214606,2.2617,1.991712454,0.87372128,0.359345588,0.962009523,0.986221771,0.02,0.206220614,0.058363373,0.000686136,0.06306601,0.671663866,0.226298905,0.024096465,-377.8871543,0.220462144
2,0.177825071,0.363665061,38.02826409,3.664746649,4.694770303,2.2617,0.559015361,0.912537635,0.680852162,0.957320635,0.969946888,0.02,0.127708289,0.016840983,0.001214606,0.415717713,0.43851841,0.111388228,0.046606347,-377.9863287,0.585313328
17,0.312486283,0.352452709,23.47418652,19.04695687,9.624527069,1.8749,1.059563285,0.950587705,0.40786119,0.862401138,0.95729144,0.02,0.459647955,0.028475394,0.000407596,0.066414284,0.445054771,0.142167878,0.037679204,-378.0676818,0.298480593
27,0.380309235,0.424745966,14.93964493,4.746386141,4.836264316,1.6987,1.123181684,0.879205681,0.679497447,0.805121721,0.082717365,0.02,0.120390198,0.041247945,0.002244735,0.819474465,0.016642656,0.060579287,0.134624824,-378.0791476,0.200583085
2,0.351548275,0.366379414,26.51887019,3.094958942,6.987440375,2.2617,0.39241361,0.813685344,0.819034881,0.955874948,0.968163582,0.02,0.21524463,0.003902134,0.000313622,0.640742631,0.139796983,0.300938438,0.088019892,-378.1019481,0.213032224
2,0.207327617,0.395429653,31.40709671,4.679005897,5.368882405,2.2617,0.733211022,0.758359652,0.499306467,0.942783637,0.970351255,0.02,0.226580603,0.002037505,0.000215199,0.763296123,0.007870571,0.247864011,0.030452655,-378.1117672,0.315681394
24,0.26999659,0.351767705,41.30789248,15.30219939,6.485888577,2.4334,1.137099974,0.959057593,0.406272253,0.985492584,0.68272502,0.02,0.057869879,0.00694066,0.000958561,0.002539643,0.931691258,0.040743399,0.305938165,-378.1774707,0.2927819
17,0.440450057,0.359336034,18.21317573,28.6049404,5.041750362,1.8749,2.196199632,0.870165211,0.567204493,0.947922328,0.790039286,0.02,0.130055538,0.030184165,0.000133912,0.224757234,0.614869152,0.093889948,0.040841062,-378.1901826,0.238305133
16,0.514614592,0.220625258,35.15553186,10.90159042,19.51384735,0.3246,0.040046182,0.976942778,0.756528457,0.587157329,0.15211312,0.02,0.537025337,0.006649571,0.005439494,0.037636722,0.413248877,0.09714615,0.346239344,-378.2140591,0.072328405
27,0.273925631,0.417422536,16.37880893,12.51292275,8.837333822,1.6987,1.628715308,0.925488415,0.740605931,0.731415822,0.054286232,0.02,0.135694698,0.017608933,0.001065423,0.819614228,0.026016718,0.087748284,0.144791924,-378.2457039,0.240738266
16,0.349136051,0.368346633,26.49734016,12.76024216,7.070525861,0.3246,0.072887621,0.97471522,1.060356559,0.586590233,0.949419064,0.02,0.245997101,0.035065102,0.000646083,0.064020883,0.654270832,0.164475777,0.106267566,-378.4156634,0.14729508
18,0.662797105,0.039434652,49.69908176,1.601793775,10.76987107,0.3173,0.00206253,0.814189197,0.693096044,0.984180477,0.864460388,0.02,0.647583218,0.02085173,0.267132498,0.002792436,0.061640119,0.143361565,0.117340788,-378.4360048,0.026459777
11,0.349335811,0.391983623,28.33539502,40.84445574,13.95536146,2.3133,1.81011435,0.848526994,0.425366064,0.961735928,0.313620023,0.02,0.041335769,0.205969997,0.002589768,0.005599117,0.74450535,0.254993349,0.354716372,-378.5817693,0.184406385
11,0.240393704,0.38396063,22.94098774,8.381812277,12.49146479,2.3133,0.752121217,0.953690884,0.557439908,0.937446805,0.796275033,0.02,0.064405814,0.028846649,0.001638468,0.900909446,0.004199623,0.015121635,0.104167471,-378.6554126,0.139626878
12,0.32401315,0.326336407,30.58645328,9.490275515,4.090429848,2.6542,1.725869988,0.869846409,0.531267347,0.915414264,0.448830575,0.02,0.035292117,0.049399598,0.000626394,0.382696832,0.531985059,0.253915021,0.109172316,-378.6884646,0.129938164
2,0.308493084,0.32051306,26.54415921,4.225034617,16.2528184,2.2617,0.417808004,0.895997317,0.586967871,0.959580033,0.988354216,0.02,0.415801845,0.001748378,0.00078581,0.151345654,0.430318314,0.102225461,0.046557915,-378.7428449,0.62920422
2,0.323262673,0.469667879,22.32156005,7.769885099,14.46831384,2.2617,0.424887516,0.97467834,0.607954959,0.973788029,0.986043704,0.02,0.015788091,0.027263609,0.000390594,0.91477409,0.041783616,0.10138363,0.265506293,-378.9689506,0.255720121
2,0.308938945,0.38412911,29.52606052,5.905670344,7.31372616,2.2617,0.459035656,0.934603591,0.666453493,0.963437346,0.993987784,0.02,0.054572869,0.01130567,0.000851252,0.876283765,0.056986444,0.214678693,0.221374633,-378.979269,0.433069809
27,0.36669249,0.414119807,17.53858241,7.153593714,4.972462326,1.6987,0.787824775,0.757693129,0.798917344,0.94877337,0.484953176,0.02,0.129016869,0.017452914,0.001310652,0.300063831,0.552155734,0.330619817,0.052988666,-378.983956,0.199203503
20,0.22750394,0.339352211,53.2653696,1.019465866,3.907847485,2.4946,0.59496956,0.955951849,0.641144943,0.750913794,0.811554482,0.02,0.164087584,0.00629184,0.00041414,0.817915388,0.011291047,0.108188534,0.128140418,-379.0707241,0.567373535
5,0.067283491,0.384380543,45.34714212,36.08442914,17.93397995,2.589,1.804755395,0.812988671,0.172777847,0.97663819,0.136254189,0.02,0.039112617,0.005347125,4.97E-05,3.99E-05,0.955450656,0.810342164,0.119285009,-379.2153515,0.394640655
2,0.208580055,0.381303343,30.45017332,7.913724875,7.409357291,2.2617,0.596177909,0.779604049,0.652838093,0.952432476,0.986364952,0.02,0.367584616,0.013780701,0.00108923,0.085727678,0.531817775,0.129396606,0.039147777,-379.2615101,0.426313328
2,0.320653949,0.412610921,26.74325978,5.669378332,29.91462233,2.2617,0.546822352,0.774796188,0.802510953,0.922642729,0.979687713,0.02,0.322315405,0.004602095,0.000202992,0.564436438,0.10844307,0.048892935,0.090580457,-379.3075548,0.163722255
5,0.387822067,0.350060627,35.77193147,41.90140479,24.02767885,2.589,1.841010974,0.87908824,0.649006426,0.938374005,0.010955616,0.02,0.078552199,0.109059766,0.000226567,0.00129505,0.810866418,0.422670488,0.091198211,-379.3371417,0.183918842
14,0.222563393,0.437934856,25.8202858,10.82774182,6.684449224,2.7308,2.103015475,0.911801281,0.397084079,0.651750266,0.122632829,0.02,0.002834851,0.001336357,0.000848591,0.012818801,0.9821614,1.237080845,0.465285249,-379.3562948,0.441428509
24,0.119120085,0.3738608,44.26978656,29.80002753,21.05176748,2.4334,1.090601714,0.968678529,0.548327727,0.95200222,0.872665835,0.02,0.069290109,0.01114584,0.000260882,0.001663315,0.917639854,0.081245146,0.272166991,-379.3592144,0.260102566
17,0.279367778,0.443711006,17.56555575,12.55025333,6.633561594,1.8749,0.720840802,0.849623989,0.462991942,0.95705395,0.716040256,0.02,0.201479552,0.159301921,0.001378791,0.003595866,0.63424387,0.509357808,0.038870341,-379.3858623,0.441591757
2,0.322051675,0.319656858,25.33683147,9.902991406,10.53107908,2.2617,1.119466422,0.919537491,0.516578048,0.911342658,0.995085574,0.02,0.044505004,0.000968279,0.001178378,0.94902537,0.004322968,0.074786093,0.075062771,-379.4267843,0.165620811
12,0.308024923,0.42844452,28.3322705,9.615526209,3.949712612,2.6542,2.651494515,0.928270376,0.364142805,0.833578918,0.457224124,0.02,0.045380149,0.009372866,0.000368121,0.396140736,0.548738128,0.469603305,0.011458148,-379.5311052,0.311854098
2,0.260495348,0.334968203,30.08491392,9.805496548,23.36112107,2.2617,0.515163609,0.877362619,0.587291314,0.942731097,0.965651233,0.02,0.286191559,0.006108601,0.001328318,0.158946968,0.547424554,0.116567286,0.014585684,-379.6866069,0.367701507
12,0.1634914,0.408797174,31.28238017,16.36266894,7.730083809,2.6542,2.171825723,0.772123903,0.351897228,0.694511635,0.940455747,0.02,0.056344038,0.009432834,0.00051755,0.148443904,0.785261673,0.070559621,0.076624609,-379.6972235,0.380862254
2,0.221624992,0.397353331,35.41448057,4.746051292,16.06659927,2.2617,0.44507079,0.864032515,1.118490773,0.961424474,0.990505955,0.02,0.085272832,0.036827209,0.000415017,0.872288901,0.005196041,0.25378558,0.020494358,-379.7838531,0.463541013
12,0.10921908,0.402685193,34.04159067,25.34237684,6.050001551,2.6542,1.895622855,0.684454989,0.266560936,0.940047987,0.702617072,0.02,0.051048969,0.322259103,0.000945269,0.189237778,0.436508881,0.201927171,0.109050048,-379.8520232,0.256813047
12,0.247896275,0.351155446,32.44770265,4.144016832,5.887920873,2.6542,0.846643205,0.734865788,0.527612453,0.907588783,0.906037716,0.02,0.044184041,0.007484066,0.000209472,0.945533775,0.002588645,0.18779642,0.177979017,-379.8526947,0.288152696
12,0.303201972,0.378226767,30.554787,5.823149978,4.864387985,2.6542,1.148920297,0.868159496,0.572340336,0.899485255,0.837815088,0.02,0.168151528,0.064453248,0.000131379,0.508113839,0.259150006,0.125704845,0.047344511,-379.8948253,0.363660565
21,0.184155277,0.35785277,50.06365026,9.724113114,2.330539064,2.9926,1.91157611,0.8997018,0.272680747,0.599196233,0.669848481,0.02,0.009323379,0.004437311,0.000843797,0.000240442,0.985155071,0.222243112,0.962992309,-380.3000611,0.190088536
2,0.239621888,0.382671475,39.5212692,15.44459464,17.56558524,2.2617,0.867171423,0.928001396,0.468322187,0.894790982,0.98416746,0.02,0.162015496,0.012364357,0.000198289,0.26122996,0.564191898,0.084850478,0.005864803,-380.4901735,0.18578699
4,0.142149114,0.451651137,41.74924505,10.985899,5.824505576,2.8234,2.178499229,0.840451799,0.350263042,0.97994908,0.056912164,0.02,0.019883181,0.035726164,0.000625979,0.003062319,0.940702357,0.014514715,0.016137159,-380.6828328,0.361109278
20,0.217187352,0.384672909,70.68621104,5.6569784,7.626236689,2.4946,1.372914453,0.963900966,0.550104261,0.791824818,0.151527554,0.02,0.064269657,0.003871836,0.000476276,0.85023915,0.081143081,0.059827687,0.219873474,-380.7905641,0.552291855
5,0.182571148,0.423005041,47.57080865,21.98838111,33.23818139,2.589,1.244044626,0.947013124,0.431005525,0.972339338,0.144728644,0.02,0.079810762,0.00232242,4.91E-05,2.00E-05,0.917797696,0.118904091,0.231584977,-380.9296062,1.154125257
8,0.027859248,0.460545208,56.1060291,23.69870117,3.948884926,2.6045,3.447402945,0.429869419,0.32101626,0.835259986,0.123322721,0.02,0.074985604,0.005488115,0.001833698,0.003431858,0.914260726,0.170931188,0.245710258,-380.964119,0.629943901
11,0.364910988,0.35830036,31.72373338,6.415179007,21.05241047,2.3133,0.65776074,0.956333459,0.799161466,0.928882407,0.819026867,0.02,0.075217904,0.042256053,0.000290785,0.872594382,0.009640876,0.150516067,0.141459692,-381.1274382,0.304085847
4,0.247266874,0.388978442,45.85943358,6.704099419,14.51650143,2.8234,0.811357512,0.949683662,0.553641687,0.972403863,0.666860784,0.02,0.274339371,0.047395168,0.000917554,0.486617605,0.190730302,0.132416013,0.024238282,-381.4424811,0.226131197
5,0.171533209,0.418518882,39.68111774,16.63102652,13.86009511,2.589,1.715801507,0.832856731,0.350526348,0.850795203,0.084541273,0.02,0.04996372,0.042321779,0.000529063,0.000155859,0.907029579,0.014917035,0.125484165,-381.4551501,0.245303311
11,0.289039842,0.396629534,34.54033654,17.57975263,12.66428642,2.3133,3.705419776,0.942781553,0.616952273,0.362044876,0.025129246,0.02,0.113539455,0.051963917,0.000679777,0.203330615,0.630486236,0.078723892,0.063238967,-381.5268014,0.275244061
8,0.010264047,0.429525868,57.77294069,42.92807661,3.194495663,2.6045,5.796231156,0.207866007,0.557464965,0.969176527,0.597012018,0.02,0.180416949,0.29679698,0.000465107,0.021054428,0.501266536,0.382888955,0.055156374,-381.6590345,0.402520506
11,0.246616556,0.411307041,28.04767994,8.867119717,19.01627762,2.3133,1.21423928,0.874603622,0.702670785,0.869030386,0.477025996,0.02,0.070306996,0.095289897,0.000815753,0.807740796,0.025846558,0.111478681,0.06884867,-381.7595225,0.130067066
2,0.198524825,0.3499907,35.31627284,6.967969485,7.481607869,2.2617,0.465826908,0.838368062,0.397257878,0.958768105,0.937008157,0.02,0.454257001,0.000330586,0.00082982,0.004074031,0.540508562,0.040784187,0.013749514,-381.8043153,0.283514936
11,0.248003575,0.384232127,29.72045267,16.23787603,18.55743998,2.3133,0.933414414,0.934493112,0.312631807,0.926906661,0.462992936,0.02,0.175838457,0.023832659,0.000750348,0.355685008,0.443893528,0.135208849,0.145475698,-381.8721881,0.27609677
24,0.114414011,0.416344984,60.94130963,14.97468138,16.76353981,2.4334,1.38455944,0.859390813,0.532051221,0.7459246,0.706864402,0.02,0.07111714,0.005296308,0.001078582,0.04632432,0.876183649,0.252428798,0.094050058,-381.9047195,0.446730619
12,0.341101655,0.364677092,34.82725923,10.2695135,16.80196395,2.6542,0.893924247,0.8475144,0.538124553,0.968481162,0.74012772,0.02,0.056571352,0.008337898,0.00087568,0.88946994,0.044745129,0.192119479,0.165319056,-381.9761904,0.154888962
21,0.30317805,0.416982338,32.74633855,11.09046581,5.245749667,2.9926,3.423943456,0.884862156,0.34513804,0.987644432,0.280410406,0.02,0.008895003,0.022151819,0.00158502,0.828819561,0.138548596,0.071386317,0.188714477,-382.1426102,0.166980741
1,0.475908949,0.273071414,61.80690707,1.754664515,4.659841279,1.6133,0.202421174,0.953628638,0.627584788,0.958003558,0.953747413,0.02,0.586724802,0.015611994,0.007951769,0.147402365,0.24230907,0.003807484,0.344423904,-382.1447217,0.043109935
5,0.288951208,0.43285355,38.78235891,15.60097902,14.83086367,2.589,1.675951118,0.81248193,0.581445818,0.838508134,0.053904619,0.02,0.004922223,0.122780425,0.001112962,3.39E-05,0.871150513,0.101988692,0.289602003,-382.2575415,0.324471514
8,0.338368403,0.373370288,55.85681281,11.37131926,2.432107356,2.6045,2.416389194,0.538963828,0.46723971,0.95818368,0.583954341,0.02,0.076690839,0.064544942,0.002322055,0.250970118,0.605472046,0.436304741,0.104413543,-382.3535206,0.194308773
4,0.311196187,0.411891788,46.32557825,10.32799169,12.3117364,2.8234,1.567602609,0.930805428,0.580737001,0.877012489,0.0206119,0.02,0.052728292,0.012254947,0.000528826,0.012979777,0.921508158,0.390950334,0.083823668,-382.397332,0.19221801
1,0.539006706,0.241895075,51.07221914,1.466372705,3.062416438,1.6133,0.194310003,0.877665577,0.737746079,0.967710673,0.898153648,0.02,0.533382338,0.046613097,0.008348611,0.144153043,0.267502912,0.026032788,0.474568028,-382.484326,0.135400339
14,0.080960851,0.349435609,25.06735467,12.87966952,8.25742424,2.7308,2.630282961,0.968723829,0.755128107,0.544639011,0.071340448,0.02,0.010057874,0.041706207,0.000425775,0.00277498,0.945035164,0.745621354,0.954852926,-382.4973646,0.309749717
12,0.272121223,0.435944402,27.95646706,6.002403277,8.70219572,2.6542,1.527330251,0.751309679,0.533565489,0.973613799,0.199812318,0.02,0.303962729,0.027963125,0.000752039,0.663429648,0.003892458,0.037044511,0.033606694,-382.5615478,0.27312998
14,0.352694033,0.424889986,25.62920715,11.35747946,7.315826479,2.7308,1.785626749,0.778739437,0.458003116,0.915390139,0.11216086,0.02,0.063659322,0.212576385,0.00010377,0.055243128,0.668417395,0.022540994,0.185529414,-382.5720339,0.168184545
19,0.688622889,0.051746918,57.16401854,1.220987309,4.780173969,0.7475,0.005334047,0.977287456,0.639323271,0.970840719,0.995465157,0.02,0.507741167,0.0104768,0.4772755,0.001663097,0.002843437,0.812961164,0.030800668,-382.5857304,0.030008578
4,0.222709898,0.447806955,46.64282453,6.005977687,13.27923038,2.8234,1.471749698,0.974109762,0.502085542,0.953026119,0.138008688,0.02,0.253367409,0.001910554,0.00089438,0.741115022,0.002712635,0.067252165,0.0547213,-382.8274565,0.349142356
8,0.307401999,0.37812793,52.8992783,7.497029915,10.26560929,2.6045,1.26441671,0.905396855,0.6064884,0.80971116,0.235197379,0.02,0.188566637,0.109453338,0.001459668,0.594671929,0.105848429,0.066444534,0.008352883,-382.8362967,0.273862803
8,0.139022965,0.396071366,64.84951325,11.87500211,7.46065217,2.6045,1.606723808,0.810388766,0.315384526,0.97142797,0.908715467,0.02,0.256879694,0.042449564,0.001579176,0.000855308,0.698236258,0.067015493,0.112170067,-382.9949091,0.386824715
20,0.248717443,0.400412423,54.79696727,5.381468884,4.720708061,2.4946,2.441328271,0.896679869,0.68781217,0.486812993,0.800256539,0.02,0.006625629,0.008379965,0.000417161,0.955556219,0.029021027,0.061005562,0.067989226,-383.0746281,0.290587461
4,0.105464359,0.377518193,48.72975181,7.463239378,16.60595039,2.8234,1.351248854,0.82151856,0.499657297,0.867337561,0.72995614,0.02,0.239854538,0.023725132,0.000233321,0.131374336,0.604812672,0.268336614,0.019376172,-383.0898466,0.683832103
18,0.695539367,0.064304825,64.44973838,0.905755572,3.749368265,0.3173,0.004532479,0.79582219,0.728911845,0.948056145,0.565275001,0.02,0.973364933,0.000523909,0.023901086,6.25E-05,0.002147562,9.06933151,0.013634754,-383.1224306,0.048147847
3,0.01189441,0.504033413,17.34533548,9.607068389,11.00507624,0.4902,0.096041124,0.966870714,0.803798367,0.616747685,0.989514076,0.02,0.786758582,0.005282455,0.000321963,0.020044668,0.187592333,0.02027179,0.105100632,-383.1551505,1.033530561
11,0.400525956,0.359302916,29.80276646,4.736227065,14.79953276,2.3133,0.522229465,0.85939953,0.694909212,0.954917183,0.770117908,0.02,0.31070669,0.014893719,0.001014096,0.002096699,0.671288796,0.144735207,0.229300084,-383.2206735,0.183769448
12,0.211553908,0.445895191,27.96227079,10.66401649,7.170123834,2.6542,1.858347731,0.581797519,0.445263211,0.957986681,0.87577056,0.02,0.019279379,0.020361232,0.000301276,0.767382206,0.192675907,0.348062613,0.39658639,-383.2297655,0.28418585
14,0.303623946,0.460855802,24.7241864,19.34337595,34.35771899,2.7308,2.400545318,0.857070361,0.523504666,0.666758252,0.05241448,0.02,0.071631702,0.014375645,0.000340333,0.000453627,0.913198695,0.157303839,0.273342082,-383.5532828,0.102142008
8,0.256812672,0.375063834,57.2072595,7.241738207,7.945092899,2.6045,1.089669047,0.847347993,0.432794839,0.825087435,0.852228676,0.02,0.158535603,0.097263976,0.001299046,0.004681567,0.738219808,0.077716128,0.124599465,-383.5718313,0.368616091
8,0.132153816,0.409589585,67.68993413,7.707387216,5.561334929,2.6045,1.515947827,0.642190051,0.465928023,0.935180981,0.559803332,0.02,0.100264976,0.273715471,0.000868099,0.008187392,0.616964062,0.439013719,0.074698775,-383.6380235,0.33658606
12,0.346601322,0.430266299,38.82789796,8.016269799,4.03190955,2.6542,2.719983202,0.727658113,0.51872325,0.920993673,0.103152192,0.02,0.028500489,0.007661876,0.00051487,0.92781892,0.035503846,0.129623247,0.052537948,-383.65805,0.216360553
24,0.365677787,0.39687101,42.70010581,23.91230474,25.61372803,2.4334,0.733523878,0.827767262,0.461448434,0.908560525,0.955060626,0.02,0.347189772,0.002677549,0.00041515,0.008049589,0.641667939,0.111587682,0.056701666,-383.7874124,0.263128092
1,0.553795417,0.228594577,57.66971884,1.271884416,5.517288211,1.6133,0.217482046,0.909154384,0.58832273,0.984528222,0.817413326,0.02,0.644440758,0.009407148,0.014982482,0.006380833,0.324788779,0.009563599,0.151037976,-383.7993448,0.154368836
11,0.263080316,0.484477674,26.95100649,7.75386235,19.34292795,2.3133,0.898592871,0.683568392,0.782529444,0.907481799,0.70316137,0.02,0.038551978,0.006495275,0.000473079,0.909068582,0.045411086,0.084417412,0.466589923,-383.8952425,0.244740839
12,0.397144146,0.39936327,36.23929853,23.72158385,8.515097263,2.6542,5.875922936,0.769069601,0.501225886,0.322236804,0.293937637,0.02,0.270365348,0.008196439,0.000245029,0.01063619,0.710556994,0.166704701,0.036870107,-383.9254897,0.14428764
12,0.085622193,0.448002367,32.9533448,14.4692468,13.78740656,2.6542,0.956790403,0.944150055,0.413820699,0.981643863,0.493374333,0.02,0.010612154,0.041342126,0.000144987,0.806921516,0.140979216,0.352952029,0.044249318,-383.9966595,0.355462321
24,0.249916616,0.381871549,55.37082584,11.81951011,31.359698,2.4334,0.471889736,0.975183784,0.473302195,0.942020199,0.937467083,0.02,0.345041046,0.021137084,0.000957566,0.001533258,0.631331046,0.208453834,0.084412348,-384.0032266,0.501061483
4,0.194751257,0.42933614,50.99576035,6.338115578,10.41512884,2.8234,1.347691214,0.847485341,0.478082821,0.865508944,0.139180428,0.02,0.037837431,0.006593141,0.000519302,0.006745419,0.948304708,0.213648094,0.020791721,-384.0484436,0.214941342
24,0.387881052,0.379882813,41.45063843,7.410071011,15.21194242,2.4334,0.980536554,0.964531009,0.31459887,0.887795811,0.300793044,0.02,0.046669545,0.002349794,0.000744043,0.940837167,0.009399451,0.152689937,0.167756404,-384.1997313,0.435629128
20,0.161874317,0.469131655,54.78988008,2.376890368,12.37806489,2.4946,0.858489432,0.760732167,0.678963502,0.866010748,0.125077147,0.02,0.185094639,0.008591385,0.000337703,0.79646802,0.009508254,0.051975142,0.083809992,-384.4326013,0.256616092
20,0.196749086,0.413217371,56.60532215,1.031045756,8.679942041,2.4946,0.915798749,0.967906479,0.622655987,0.797833679,0.732229052,0.02,0.068485215,0.005255594,0.00013062,0.829777653,0.096350919,0.134800058,0.10782031,-384.5716589,0.489716931
8,0.316572467,0.430537321,63.43079911,35.9429121,6.702316403,2.6045,5.154551141,0.345557862,0.324049698,0.779365541,0.675492262,0.02,0.047963584,0.013520673,0.00105715,0.020027309,0.917431283,0.897634268,1.58091965,-384.7028068,0.315603358
2,0.340652776,0.358134807,35.6066044,4.875418292,15.2361147,2.2617,0.5146525,0.965913278,0.552377403,0.948041115,0.995135985,0.02,0.399652102,0.000315282,0.004153272,0.024681739,0.571197605,0.203885303,0.090507581,-384.7237026,0.207377789
24,0.274302698,0.426886994,51.56294834,14.77871616,24.01663696,2.4334,1.053328122,0.928850846,0.52399983,0.94236079,0.284108522,0.02,0.080824216,0.009125096,0.002405303,0.003455879,0.904189506,0.097926278,0.096449367,-384.7300137,0.157397928
4,0.250910621,0.435110945,50.89311688,5.407104023,23.27810354,2.8234,1.430045539,0.942172929,0.567297035,0.937019518,0.075602794,0.02,0.209139505,0.001555902,0.000740167,0.784692049,0.003872377,0.198524234,0.04907613,-384.8468275,0.163939437
4,0.322195327,0.38961057,48.21186714,6.101628887,7.738768958,2.8234,1.054197413,0.901118067,0.421025585,0.923485192,0.062163399,0.02,0.046873089,0.079016645,0.000520798,0.871683132,0.001906336,0.281895522,0.01119919,-385.0287283,0.291220645
14,0.28355429,0.427949209,31.67206119,9.676880215,17.13026808,2.7308,2.643267694,0.907221218,0.569695284,0.466353621,0.109186052,0.02,0.008677226,0.007260686,0.000381136,0.015341621,0.968339331,0.616336717,0.407106321,-385.1032383,0.148505026
11,0.427288589,0.415216145,28.96831754,5.648406783,15.23425879,2.3133,1.407515114,0.853938327,0.739604666,0.705461454,0.259333869,0.02,0.175552177,0.049439272,0.0006757,0.741900976,0.032431875,0.164645337,0.117799665,-385.2097308,0.476031101
16,0.480766855,0.328358495,38.86673727,5.571738756,3.267417681,0.3246,0.2217681,0.903614322,0.8941914,0.273873898,0.709839605,0.02,0.093069856,0.015164715,0.004101631,0.878374286,0.009289512,0.014389092,0.261728689,-385.3292132,0.285235269
11,0.313211217,0.475082494,28.86965764,9.552425653,24.85708274,2.3133,1.028165878,0.74593186,0.511363664,0.931504872,0.05306556,0.02,0.215639689,0.183456321,0.000596261,0.58025409,0.020053639,0.027732629,0.101582867,-385.5278404,0.207406206
4,0.183365393,0.462190391,43.97513323,14.08388003,17.35364382,2.8234,1.342613542,0.9027374,0.376159846,0.897049529,0.04681636,0.02,0.011958375,0.002349749,0.0001492,0.002988199,0.982554476,0.754204235,0.01463386,-385.9235685,0.434668417
4,0.227858627,0.438801213,51.99673546,2.95809846,21.01599491,2.8234,1.236716628,0.876623295,0.610013032,0.780037734,0.097893849,0.02,0.010791793,0.001601356,0.000460446,0.59978062,0.387365786,0.386169578,0.034472005,-386.2442716,0.549237393
11,0.364789044,0.401193511,33.89347796,3.512142055,27.97552696,2.3133,0.969160062,0.945275524,0.427954176,0.760654977,0.751202813,0.02,0.688838055,0.047026614,0.001025689,0.054157646,0.208951996,0.009018001,0.035430701,-386.4000373,0.232730996
16,0.417381558,0.352487862,24.77641647,9.580007977,14.00832656,0.3246,0.149366995,0.87927063,0.863855063,0.410495565,0.927128513,0.02,0.279288561,0.001125186,0.001445258,0.716495712,0.001645284,0.327160364,0.493832631,-386.6087926,0.254781861
