Fecha;Nuquí sur CHIRPS;Nuquí sur TRMM;Nuquí centro CHIRPS;Nuquí centro TRMM;Nuquí norte CHIRPS;Nuquí norte TRMM;Bahía Solano sur CHIRPS;Bahía Solano sur TRMM;Bahía Solano centro CHIRPS;Bahía Solano centro TRMM;Bahía Solano norte CHIRPS;Bahía Solano norte TRMM
20/10/1991;6,86;;13,12;;12,53;;6,29;;8,75;;10,33;
21/10/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
22/10/1991;16,93;;21,58;;14,88;;10,21;;3,66;;9,43;
23/10/1991;0,00;;7,19;;0,00;;3,40;;7,33;;0,00;
24/10/1991;24,18;;35,97;;44,64;;23,81;;14,66;;18,86;
25/10/1991;12,70;;14,39;;7,44;;6,80;;7,33;;0,00;
26/10/1991;12,85;;27,42;;26,43;;13,05;;8,66;;9,64;
27/10/1991;8,89;;15,20;;14,65;;7,24;;5,52;;7,52;
28/10/1991;11,91;;15,23;;14,68;;7,25;;3,15;;4,00;
29/10/1991;14,66;;23,08;;22,25;;10,99;;3,59;;4,42;
30/10/1991;8,46;;16,95;;16,34;;8,07;;7,65;;9,60;
31/10/1991;11,96;;19,78;;19,06;;9,41;;3,47;;6,85;
01/11/1991;10,55;;12,78;;8,55;;5,17;;0,00;;0,00;
02/11/1991;34,32;;51,95;;34,76;;21,03;;21,98;;14,95;
03/11/1991;12,02;;11,26;;7,54;;0,00;;0,00;;0,00;
04/11/1991;15,34;;22,13;;14,81;;8,96;;14,88;;17,92;
05/11/1991;18,35;;11,51;;7,70;;4,66;;0,00;;0,00;
06/11/1991;17,23;;23,00;;17,26;;9,93;;18,16;;0,00;
07/11/1991;0,00;;23,00;;0,00;;0,00;;0,00;;32,21;
08/11/1991;0,00;;23,00;;17,26;;9,93;;36,32;;40,26;
09/11/1991;34,46;;23,00;;17,26;;9,93;;18,16;;16,10;
10/11/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
11/11/1991;28,01;;19,62;;26,46;;20,26;;6,49;;0,00;
12/11/1991;21,01;;19,62;;26,46;;20,26;;12,98;;0,00;
13/11/1991;28,01;;49,05;;35,28;;40,53;;45,42;;34,80;
14/11/1991;14,01;;19,62;;26,46;;20,26;;12,98;;13,92;
15/11/1991;21,01;;0,00;;0,00;;0,00;;0,00;;0,00;
16/11/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
17/11/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
18/11/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
19/11/1991;31,26;;46,61;;16,02;;9,39;;0,00;;7,26;
20/11/1991;0,00;;0,00;;18,31;;10,74;;18,20;;16,60;
21/11/1991;6,34;;0,00;;11,58;;10,46;;9,73;;0,00;
22/11/1991;12,68;;0,00;;0,00;;0,00;;0,00;;8,74;
23/11/1991;6,34;;0,00;;0,00;;0,00;;0,00;;0,00;
24/11/1991;6,34;;11,07;;0,00;;0,00;;19,45;;17,48;
25/11/1991;25,36;;44,29;;46,31;;31,38;;29,18;;34,96;
26/11/1991;4,83;;12,74;;6,32;;4,00;;5,79;;3,73;
27/11/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
28/11/1991;5,40;;6,15;;3,05;;1,93;;4,56;;7,01;
29/11/1991;9,65;;8,05;;4,00;;2,53;;4,34;;7,65;
30/11/1991;15,16;;24,48;;12,15;;7,68;;13,65;;14,93;
01/12/1991;3,91;;4,72;;4,86;;4,11;;3,26;;8,01;
02/12/1991;11,28;;19,08;;19,65;;16,61;;24,63;;30,88;
03/12/1991;0,00;;5,00;;5,15;;4,35;;4,26;;5,10;
04/12/1991;9,71;;7,87;;8,10;;6,85;;9,39;;5,94;
05/12/1991;3,66;;0,00;;0,00;;0,00;;0,00;;0,00;
06/12/1991;0,00;;0,00;;0,00;;0,00;;7,35;;16,03;
07/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
08/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
09/12/1991;4,95;;0,00;;0,00;;0,00;;4,83;;25,07;
10/12/1991;48,70;;84,19;;70,39;;47,43;;29,97;;8,77;
11/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
12/12/1991;0,00;;0,00;;18,01;;15,37;;0,00;;0,00;
13/12/1991;41,57;;71,85;;54,02;;46,11;;40,39;;44,23;
14/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
15/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
16/12/1991;0,00;;0,00;;0,00;;0,00;;6,28;;14,19;
17/12/1991;6,48;;0,00;;0,00;;0,00;;0,00;;0,00;
18/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
19/12/1991;12,95;;15,68;;0,00;;0,00;;0,00;;0,00;
20/12/1991;12,95;;31,37;;40,45;;21,62;;12,56;;7,10;
21/12/1991;23,45;;0,00;;0,00;;0,00;;9,41;;12,48;
22/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
23/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
24/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
25/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
26/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
27/12/1991;10,33;;15,62;;0,00;;0,00;;0,00;;6,16;
28/12/1991;0,00;;31,24;;0,00;;12,19;;0,00;;6,16;
29/12/1991;61,99;;78,10;;89,70;;36,56;;24,58;;12,31;
30/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
31/12/1991;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
01/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
02/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
03/01/1992;0,00;;0,00;;0,00;;0,00;;12,57;;0,00;
04/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
05/01/1992;37,80;;0,00;;0,00;;0,00;;0,00;;0,00;
06/01/1992;45,98;;44,01;;34,12;;23,07;;12,07;;17,64;
07/01/1992;15,33;;17,60;;13,65;;9,23;;6,03;;0,00;
08/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
09/01/1992;7,66;;0,00;;0,00;;0,00;;0,00;;0,00;
10/01/1992;0,00;;10,06;;0,00;;0,00;;0,00;;0,00;
11/01/1992;6,05;;5,50;;4,40;;3,46;;0,00;;0,00;
12/01/1992;0,00;;4,63;;3,70;;0,00;;1,86;;0,00;
13/01/1992;16,85;;11,52;;9,21;;7,24;;3,54;;0,00;
14/01/1992;6,43;;10,10;;8,08;;6,35;;3,83;;8,26;
15/01/1992;0,00;;4,95;;3,96;;3,11;;0,00;;0,00;
16/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
17/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
18/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
19/01/1992;0,00;;11,48;;10,08;;0,00;;0,00;;0,00;
20/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
21/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
22/01/1992;0,00;;0,00;;4,13;;0,00;;0,00;;0,00;
23/01/1992;0,00;;0,00;;4,13;;3,01;;0,00;;0,00;
24/01/1992;9,67;;15,36;;12,40;;6,03;;2,83;;0,00;
25/01/1992;9,67;;15,36;;8,26;;3,01;;0,00;;0,00;
26/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
27/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
28/01/1992;23,08;;49,69;;32,74;;5,15;;3,98;;5,47;
29/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
30/01/1992;6,73;;0,00;;9,55;;9,41;;0,00;;0,00;
31/01/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
01/02/1992;11,24;;3,89;;3,56;;3,61;;0,00;;0,00;
02/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
03/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
04/02/1992;0,00;;1,38;;0,00;;0,00;;0,00;;0,00;
05/02/1992;0,00;;2,44;;2,23;;0,00;;2,77;;0,00;
06/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
07/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
08/02/1992;8,71;;17,82;;11,68;;7,48;;4,81;;0,00;
09/02/1992;0,00;;8,54;;5,60;;0,00;;6,75;;12,61;
10/02/1992;10,73;;11,73;;7,69;;4,92;;0,00;;0,00;
11/02/1992;41,86;;63,14;;59,24;;44,46;;25,28;;17,36;
12/02/1992;0,00;;0,00;;11,85;;11,11;;25,28;;17,36;
13/02/1992;0,00;;10,31;;0,00;;0,00;;0,00;;0,00;
14/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
15/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
16/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
17/02/1992;35,67;;17,16;;14,37;;18,66;;7,22;;0,00;
18/02/1992;0,00;;0,00;;14,37;;18,66;;14,44;;8,90;
19/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
20/02/1992;27,17;;39,21;;32,83;;10,67;;8,25;;0,00;
21/02/1992;13,78;;21,35;;0,00;;0,00;;0,00;;0,00;
22/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
23/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
24/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
25/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
26/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
27/02/1992;22,98;;0,00;;0,00;;0,00;;0,00;;0,00;
28/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
29/02/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
01/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
02/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
03/03/1992;0,00;;0,00;;0,00;;7,05;;0,00;;0,00;
04/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
05/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
06/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
07/03/1992;12,37;;0,00;;0,00;;0,00;;0,00;;0,00;
08/03/1992;12,37;;0,00;;0,00;;0,00;;0,00;;0,00;
09/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
10/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
11/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
12/03/1992;29,41;;47,65;;6,55;;7,17;;0,00;;0,00;
13/03/1992;14,70;;19,06;;19,65;;21,52;;23,50;;11,08;
14/03/1992;22,06;;32,68;;26,19;;21,52;;11,75;;7,39;
15/03/1992;14,70;;9,53;;6,55;;7,17;;5,87;;3,69;
16/03/1992;2,21;;0,00;;0,00;;0,00;;0,00;;0,00;
17/03/1992;0,00;;2,53;;1,19;;1,17;;0,00;;0,00;
18/03/1992;1,83;;0,00;;0,00;;0,00;;0,00;;0,00;
19/03/1992;0,00;;2,23;;1,05;;1,03;;0,00;;0,00;
20/03/1992;5,52;;3,24;;1,53;;1,50;;2,07;;1,56;
21/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
22/03/1992;0,00;;0,00;;11,89;;0,00;;0,00;;0,00;
23/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
24/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
25/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
26/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
27/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
28/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
29/03/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
30/03/1992;0,00;;13,98;;8,19;;0,00;;0,00;;0,00;
31/03/1992;28,84;;13,98;;16,39;;18,73;;26,08;;25,18;
01/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
02/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
03/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
04/04/1992;0,00;;7,01;;4,40;;0,00;;0,00;;0,00;
05/04/1992;15,17;;14,01;;4,40;;0,00;;0,00;;0,00;
06/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
07/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
08/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
09/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
10/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
11/04/1992;9,25;;19,91;;8,37;;19,72;;16,80;;15,97;
12/04/1992;26,42;;24,88;;23,92;;3,86;;0,00;;0,00;
13/04/1992;0,00;;0,00;;0,00;;15,91;;17,07;;22,11;
14/04/1992;4,62;;4,98;;4,19;;0,00;;0,00;;0,00;
15/04/1992;13,87;;19,91;;16,74;;0,00;;0,00;;0,00;
16/04/1992;10,97;;14,72;;9,15;;8,66;;9,51;;4,43;
17/04/1992;21,95;;22,08;;13,73;;8,66;;9,51;;8,85;
18/04/1992;21,95;;22,08;;18,30;;21,65;;14,27;;13,28;
19/04/1992;0,00;;7,36;;0,00;;4,33;;9,51;;4,43;
20/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
21/04/1992;13,11;;22,04;;14,52;;7,72;;0,00;;0,00;
22/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;18,36;
23/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
24/04/1992;45,90;;36,73;;14,52;;23,17;;32,06;;18,36;
25/04/1992;0,00;;7,35;;0,00;;0,00;;0,00;;18,36;
26/04/1992;51,19;;54,62;;53,11;;53,94;;43,45;;16,30;
27/04/1992;12,52;;15,51;;15,08;;15,31;;31,23;;40,93;
28/04/1992;0,00;;0,00;;0,00;;0,00;;0,00;;11,44;
29/04/1992;9,54;;13,15;;12,79;;12,99;;15,20;;16,32;
30/04/1992;4,83;;0,00;;0,00;;0,00;;0,00;;0,00;
01/05/1992;7,77;;23,87;;24,67;;25,13;;19,44;;16,16;
02/05/1992;4,88;;10,44;;16,19;;21,98;;29,17;;32,31;
03/05/1992;13,15;;5,22;;5,40;;5,50;;8,51;;14,14;
04/05/1992;28,40;;5,22;;5,40;;5,50;;8,51;;42,41;
05/05/1992;0,00;;5,97;;12,34;;16,49;;17,01;;0,00;
06/05/1992;0,00;;10,60;;9,97;;21,04;;35,12;;35,38;
07/05/1992;0,00;;0,00;;0,00;;0,00;;0,00;;11,79;
08/05/1992;34,12;;31,79;;29,92;;21,04;;35,12;;23,58;
09/05/1992;0,00;;10,60;;19,95;;21,04;;23,42;;23,58;
10/05/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
11/05/1992;50,39;;44,28;;40,35;;36,08;;38,99;;46,56;
12/05/1992;0,00;;26,87;;24,49;;21,89;;78,69;;26,61;
13/05/1992;13,95;;20,72;;18,88;;16,88;;16,75;;35,47;
14/05/1992;69,60;;23,94;;21,82;;19,51;;0,00;;7,76;
15/05/1992;0,00;;17,11;;15,59;;13,94;;0,00;;15,52;
16/05/1992;25,39;;25,95;;23,52;;12,05;;13,67;;6,99;
17/05/1992;29,73;;17,30;;23,52;;28,72;;23,93;;84,34;
18/05/1992;13,64;;8,65;;7,84;;5,28;;11,96;;0,00;
19/05/1992;24,60;;49,44;;44,81;;38,39;;54,70;;23,75;
20/05/1992;11,80;;0,00;;7,84;;7,30;;0,00;;0,00;
21/05/1992;21,53;;25,38;;31,89;;21,70;;17,44;;9,27;
22/05/1992;21,53;;15,23;;19,13;;12,66;;32,28;;28,81;
23/05/1992;5,38;;10,15;;0,00;;0,00;;8,95;;6,16;
24/05/1992;5,38;;15,23;;12,75;;6,33;;0,00;;0,00;
25/05/1992;0,00;;0,00;;12,75;;12,66;;2,50;;3,86;
26/05/1992;14,13;;20,83;;19,95;;14,41;;19,44;;11,90;
27/05/1992;37,02;;26,78;;25,64;;18,52;;21,25;;31,90;
28/05/1992;18,39;;38,14;;36,51;;26,38;;35,79;;34,87;
29/05/1992;0,00;;4,68;;4,48;;0,00;;5,35;;0,00;
30/05/1992;8,06;;11,90;;11,39;;8,23;;0,00;;0,00;
31/05/1992;0,00;;0,00;;0,00;;0,00;;0,00;;6,84;
01/06/1992;20,69;;19,57;;30,79;;29,99;;41,80;;18,04;
02/06/1992;7,14;;5,60;;8,80;;8,57;;11,42;;5,95;
03/06/1992;17,92;;13,75;;21,64;;21,08;;27,37;;42,19;
04/06/1992;1,94;;2,06;;3,23;;3,15;;5,04;;5,24;
05/06/1992;4,73;;1,43;;2,24;;0,00;;0,00;;0,00;
06/06/1992;15,55;;14,36;;13,54;;10,37;;13,85;;12,55;
07/06/1992;35,32;;28,93;;27,29;;20,88;;22,41;;15,56;
08/06/1992;10,29;;17,21;;16,24;;12,43;;6,87;;0,00;
09/06/1992;5,82;;10,66;;10,06;;7,70;;8,80;;6,51;
10/06/1992;10,55;;10,62;;10,01;;7,66;;10,93;;14,42;
11/06/1992;5,17;;5,95;;11,54;;3,95;;5,77;;8,46;
12/06/1992;20,67;;23,79;;11,54;;9,88;;11,53;;6,34;
13/06/1992;10,34;;17,84;;15,39;;7,90;;7,69;;8,46;
14/06/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
15/06/1992;23,63;;27,19;;17,59;;9,88;;9,61;;12,69;
16/06/1992;27,33;;12,25;;10,69;;7,84;;7,34;;6,07;
17/06/1992;9,11;;12,25;;10,69;;7,84;;0,00;;0,00;
18/06/1992;10,41;;13,99;;12,22;;26,86;;25,15;;20,81;
19/06/1992;72,89;;97,96;;85,55;;62,68;;51,35;;48,55;
20/06/1992;0,00;;12,25;;10,69;;7,84;;14,67;;12,14;
21/06/1992;0,00;;6,73;;6,16;;4,19;;0,00;;0,00;
22/06/1992;0,00;;0,00;;6,16;;4,19;;0,00;;0,00;
23/06/1992;6,69;;6,73;;6,16;;0,00;;0,00;;4,12;
24/06/1992;20,06;;33,66;;18,49;;16,75;;7,15;;8,24;
25/06/1992;13,37;;6,73;;12,32;;12,56;;10,73;;16,48;
26/06/1992;16,33;;11,18;;0,00;;22,09;;19,17;;24,43;
27/06/1992;16,33;;11,18;;9,63;;14,73;;12,78;;12,22;
28/06/1992;16,33;;22,37;;9,63;;7,36;;12,78;;18,32;
29/06/1992;0,00;;11,18;;9,63;;7,36;;0,00;;6,11;
30/06/1992;40,82;;44,73;;48,16;;36,82;;31,96;;24,43;
01/07/1992;15,46;;24,42;;22,44;;24,07;;19,69;;18,05;
02/07/1992;3,96;;7,97;;7,32;;7,85;;11,30;;15,64;
03/07/1992;10,81;;17,96;;16,50;;17,71;;14,34;;20,56;
04/07/1992;5,26;;11,10;;10,20;;10,95;;17,79;;12,21;
05/07/1992;6,38;;5,53;;5,08;;5,45;;0,00;;11,14;
06/07/1992;19,28;;21,05;;25,21;;31,87;;34,08;;23,08;
07/07/1992;12,86;;28,07;;50,42;;47,81;;25,56;;30,78;
08/07/1992;6,43;;21,05;;16,81;;23,91;;17,04;;17,59;
09/07/1992;6,43;;14,03;;8,40;;7,97;;0,00;;0,00;
10/07/1992;38,57;;42,10;;42,02;;39,84;;34,08;;30,78;
11/07/1992;15,23;;0,00;;23,77;;18,65;;32,68;;20,33;
12/07/1992;30,46;;37,50;;23,77;;18,65;;21,79;;30,50;
13/07/1992;76,15;;93,74;;59,43;;27,97;;21,79;;30,50;
14/07/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
15/07/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
16/07/1992;37,00;;47,73;;46,17;;40,14;;36,80;;31,44;
17/07/1992;5,98;;0,00;;0,00;;0,00;;0,00;;0,00;
18/07/1992;16,04;;5,15;;4,98;;4,33;;4,69;;10,37;
19/07/1992;13,20;;10,12;;9,79;;8,51;;14,18;;17,01;
20/07/1992;17,67;;15,55;;15,04;;13,08;;17,09;;14,42;
21/07/1992;33,92;;31,31;;27,36;;24,01;;19,93;;9,53;
22/07/1992;30,08;;28,58;;24,97;;21,92;;19,63;;11,04;
23/07/1992;14,92;;13,03;;11,39;;10,00;;11,53;;10,46;
24/07/1992;18,23;;18,20;;15,90;;13,96;;14,54;;15,25;
25/07/1992;37,71;;27,75;;24,25;;21,28;;19,29;;12,57;
26/07/1992;65,93;;76,49;;60,06;;42,03;;38,27;;35,79;
27/07/1992;13,19;;30,59;;15,02;;0,00;;9,57;;0,00;
28/07/1992;52,74;;45,89;;45,05;;31,52;;19,14;;21,47;
29/07/1992;52,74;;61,19;;60,06;;42,03;;38,27;;28,63;
30/07/1992;0,00;;0,00;;0,00;;0,00;;9,57;;7,16;
31/07/1992;26,37;;45,89;;30,03;;21,01;;0,00;;14,32;
01/08/1992;9,86;;10,75;;9,25;;5,80;;8,89;;5,90;
02/08/1992;0,00;;10,75;;9,25;;5,80;;0,00;;0,00;
03/08/1992;19,73;;10,75;;18,49;;11,60;;8,89;;11,79;
04/08/1992;45,09;;53,74;;42,27;;26,51;;26,68;;35,38;
05/08/1992;19,73;;10,75;;0,00;;0,00;;4,45;;5,90;
06/08/1992;52,91;;38,60;;19,96;;14,34;;11,01;;15,66;
07/08/1992;42,33;;51,46;;39,91;;28,68;;22,03;;20,89;
08/08/1992;0,00;;0,00;;0,00;;0,00;;11,01;;15,66;
09/08/1992;52,91;;64,33;;69,85;;43,02;;27,53;;31,33;
10/08/1992;0,00;;12,87;;9,98;;7,17;;11,01;;15,66;
11/08/1992;0,00;;0,00;;0,00;;0,00;;6,98;;6,26;
12/08/1992;9,61;;18,98;;24,05;;18,13;;6,98;;12,52;
13/08/1992;28,82;;37,96;;32,06;;18,13;;34,89;;25,03;
14/08/1992;48,03;;18,98;;16,03;;18,13;;13,96;;12,52;
15/08/1992;0,00;;0,00;;0,00;;6,04;;6,98;;6,26;
16/08/1992;0,00;;0,00;;0,00;;0,00;;0,00;;12,49;
17/08/1992;0,00;;10,10;;0,00;;0,00;;12,85;;6,24;
18/08/1992;9,01;;10,10;;10,99;;18,59;;6,43;;0,00;
19/08/1992;36,03;;40,41;;43,98;;21,24;;29,38;;35,68;
20/08/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
21/08/1992;19,55;;38,03;;12,05;;9,83;;20,58;;20,24;
22/08/1992;27,13;;9,51;;24,76;;20,21;;0,00;;0,00;
23/08/1992;22,66;;32,60;;26,81;;21,88;;29,39;;35,41;
24/08/1992;8,59;;0,00;;6,07;;0,00;;0,00;;5,90;
25/08/1992;0,00;;19,01;;5,41;;0,00;;0,00;;0,00;
26/08/1992;23,95;;43,59;;22,07;;18,53;;14,43;;18,00;
27/08/1992;0,00;;0,00;;7,36;;4,63;;9,62;;12,00;
28/08/1992;5,99;;21,79;;22,07;;13,90;;9,62;;6,00;
29/08/1992;11,98;;14,53;;14,71;;9,26;;9,62;;12,00;
30/08/1992;23,95;;36,32;;36,78;;13,90;;14,43;;13,71;
31/08/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
01/09/1992;17,98;;20,98;;29,73;;19,97;;7,38;;0,00;
02/09/1992;26,97;;10,49;;29,73;;26,63;;14,76;;0,00;
03/09/1992;35,96;;41,95;;29,73;;19,97;;22,14;;24,24;
04/09/1992;26,97;;20,98;;19,82;;19,97;;14,76;;16,16;
05/09/1992;17,98;;0,00;;9,91;;6,66;;0,00;;0,00;
06/09/1992;53,15;;47,28;;48,32;;38,18;;51,22;;33,41;
07/09/1992;35,43;;37,82;;28,99;;15,27;;21,95;;16,70;
08/09/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
09/09/1992;35,43;;28,37;;28,99;;22,91;;14,63;;11,14;
10/09/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
11/09/1992;19,95;;8,93;;12,01;;10,29;;0,00;;0,00;
12/09/1992;14,96;;8,93;;30,04;;20,59;;24,25;;26,87;
13/09/1992;19,95;;26,80;;24,03;;20,59;;19,40;;11,51;
14/09/1992;9,97;;8,93;;12,01;;10,29;;4,85;;0,00;
15/09/1992;34,91;;22,33;;36,04;;25,74;;33,94;;23,03;
16/09/1992;10,40;;41,31;;13,32;;0,00;;21,15;;16,90;
17/09/1992;0,00;;0,00;;13,32;;0,00;;0,00;;8,45;
18/09/1992;31,19;;41,31;;39,96;;26,22;;10,58;;8,45;
19/09/1992;31,19;;51,64;;53,29;;39,33;;31,73;;33,80;
20/09/1992;20,80;;10,33;;0,00;;0,00;;0,00;;0,00;
21/09/1992;34,35;;31,89;;53,34;;40,97;;44,38;;18,58;
22/09/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
23/09/1992;0,00;;10,63;;17,78;;13,66;;0,00;;9,29;
24/09/1992;25,77;;10,63;;17,78;;27,31;;0,00;;9,29;
25/09/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
26/09/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
27/09/1992;35,79;;47,19;;56,44;;33,05;;40,19;;26,60;
28/09/1992;8,95;;9,44;;9,41;;6,61;;5,86;;7,76;
29/09/1992;0,00;;0,00;;0,00;;0,00;;0,00;;3,88;
30/09/1992;0,00;;9,44;;9,41;;13,22;;11,72;;7,76;
01/10/1992;26,86;;34,92;;44,59;;28,37;;35,26;;28,90;
02/10/1992;43,22;;34,92;;44,59;;22,70;;35,26;;30,34;
03/10/1992;9,42;;23,94;;35,67;;22,70;;17,63;;15,17;
04/10/1992;10,94;;0,00;;0,00;;0,00;;0,00;;0,00;
05/10/1992;21,19;;27,93;;26,75;;22,70;;17,63;;15,17;
06/10/1992;0,00;;0,00;;0,00;;10,38;;12,08;;17,56;
07/10/1992;0,00;;0,00;;0,00;;0,00;;0,00;;10,03;
08/10/1992;19,74;;19,38;;29,02;;20,75;;24,16;;17,56;
09/10/1992;0,00;;0,00;;14,51;;0,00;;0,00;;0,00;
10/10/1992;49,36;;48,45;;58,03;;51,88;;48,33;;17,56;
11/10/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
12/10/1992;25,08;;45,59;;42,56;;18,64;;15,86;;25,86;
13/10/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
14/10/1992;6,27;;7,60;;7,09;;3,73;;3,17;;5,17;
15/10/1992;0,00;;0,00;;0,00;;0,00;;3,17;;5,17;
16/10/1992;24,41;;33,54;;29,24;;13,62;;19,33;;19,54;
17/10/1992;5,34;;5,87;;11,70;;5,96;;10,15;;11,72;
18/10/1992;16,02;;29,35;;23,39;;11,92;;16,91;;11,72;
19/10/1992;0,00;;0,00;;0,00;;0,00;;0,00;;0,00;
20/10/1992;0,00;;0,00;;5,85;;2,98;;3,38;;7,82;
21/10/1992;0,00;;21,04;;16,38;;14,84;;0,00;;0,00;
22/10/1992;25,74;;63,13;;93,61;;50,87;;43,74;;33,47;
23/10/1992;22,52;;10,52;;0,00;;7,42;;7,65;;11,71;
24/10/1992;7,51;;21,04;;0,00;;0,00;;0,00;;0,00;
25/10/1992;0,00;;0,00;;0,00;;7,42;;0,00;;0,00;
26/10/1992;0,00;;11,10;;30,16;;24,25;;16,67;;6,28;
